CSE,owner,35,california
B_user_30409,user,67,UT
V_user_30410,user,33,FL
A_user_30411,user,60,LO
Z_user_30412,user,18,IO
T_user_30413,user,56,DE
V_user_30414,user,46,LO
E_user_30415,user,42,KE
U_user_30416,user,44,OR
G_user_30417,user,77,NE
E_user_30418,user,22,LO
Q_user_30419,user,72,MA
V_user_30420,user,68,VI
M_user_30421,user,57,IL
F_user_30422,user,78,AR
O_user_30423,user,89,FL
J_user_30424,user,35,SO
Z_user_30425,user,30,WY
H_user_30426,user,14,FL
X_user_30427,user,47,WE
F_user_30428,user,88,NE
M_user_30429,user,25,MI
O_user_30430,user,96,MI
L_user_30431,user,91,LO
D_user_30432,user,69,NE
A_user_30433,user,54,MI
L_user_30434,user,75,GE
V_user_30435,user,30,DE
P_user_30436,user,30,OH
A_user_30437,user,32,IN
Q_user_30438,user,42,NE
C_user_30439,user,62,NE
R_user_30440,user,30,OH
M_user_30441,user,77,AR
W_user_30442,user,45,TE
J_user_30443,user,60,OH
J_user_30444,user,71,IL
V_user_30445,user,70,CA
E_user_30446,user,98,AR
V_user_30447,user,25,KA
I_user_30448,user,95,PE
H_user_30449,user,76,SO
I_user_30450,user,64,TE
V_user_30451,user,80,WA
Z_user_30452,user,34,WE
N_user_30453,user,30,MI
O_user_30454,user,26,UT
O_user_30455,user,31,IN
C_user_30456,user,40,VI
V_user_30457,user,96,AL
R_user_30458,user,92,MI
K_user_30459,user,62,MO
Z_user_30460,user,76,WY
A_user_30461,user,95,MI
J_user_30462,user,44,CA
L_user_30463,user,26,PE
N_user_30464,user,85,WA
H_user_30465,user,39,NE
J_user_30466,user,14,WA
E_user_30467,user,99,FL
V_user_30468,user,45,NE
Z_user_30469,user,46,WI
I_user_30470,user,29,RH
V_user_30471,user,49,PE
J_user_30472,user,36,AL
F_user_30473,user,42,KE
V_user_30474,user,75,KE
M_user_30475,user,93,NE
Y_user_30476,user,24,NE
L_user_30477,user,61,AL
X_user_30478,user,20,NE
U_user_30479,user,99,GE
I_user_30480,user,35,NE
Q_user_30481,user,58,MA
P_user_30482,user,28,CA
J_user_30483,user,61,NO
P_user_30484,user,26,PE
Q_user_30485,user,40,HA
I_user_30486,user,18,OH
X_user_30487,user,66,NE
Q_user_30488,user,69,TE
T_user_30489,user,59,NE
U_user_30490,user,33,CO
E_user_30491,user,93,MA
F_user_30492,user,56,NE
Q_user_30493,user,19,NE
O_user_30494,user,83,DE
N_user_30495,user,97,RH
N_user_30496,user,29,CO
I_user_30497,user,69,IL
P_user_30498,user,65,WE
Q_user_30499,user,34,WY
Y_user_30500,user,36,FL
E_user_30501,user,21,IO
J_user_30502,user,42,AR
Y_user_30503,user,39,IL
J_user_30504,user,81,TE
Z_user_30505,user,94,NE
M_user_30506,user,30,AL
R_user_30507,user,75,GE
N_user_30508,user,39,NE
H_user_30509,user,65,NE
V_user_30510,user,15,IL
K_user_30511,user,99,TE
F_user_30512,user,14,AR
S_user_30513,user,26,AR
A_user_30514,user,21,PE
A_user_30515,user,25,AR
J_user_30516,user,87,MI
L_user_30517,user,33,WA
Q_user_30518,user,83,OR
K_user_30519,user,14,NE
O_user_30520,user,64,VE
U_user_30521,user,92,IO
W_user_30522,user,90,WI
S_user_30523,user,22,OK
H_user_30524,user,81,WY
V_user_30525,user,58,MA
I_user_30526,user,57,MI
N_user_30527,user,61,MI
T_user_30528,user,18,IN
Y_user_30529,user,66,FL
Z_user_30530,user,63,OR
O_user_30531,user,87,IN
N_user_30532,user,14,NE
N_user_30533,user,27,NE
C_user_30534,user,70,NE
L_user_30535,user,21,WE
A_user_30536,user,73,DE
S_user_30537,user,21,MI
P_user_30538,user,44,IL
V_user_30539,user,50,OR
W_user_30540,user,41,CO
T_user_30541,user,38,AR
V_user_30542,user,64,IN
K_user_30543,user,77,TE
A_user_30544,user,84,SO
Z_user_30545,user,56,VI
C_user_30546,user,94,NE
P_user_30547,user,49,OR
H_user_30548,user,38,WY
U_user_30549,user,53,TE
O_user_30550,user,65,NE
W_user_30551,user,32,CO
J_user_30552,user,60,OR
D_user_30553,user,77,MO
A_user_30554,user,43,WA
K_user_30555,user,94,VI
H_user_30556,user,59,IN
R_user_30557,user,87,IN
O_user_30558,user,67,MI
U_user_30559,user,65,NE
Q_user_30560,user,87,CO
S_user_30561,user,60,MI
P_user_30562,user,35,CA
C_user_30563,user,94,AL
C_user_30564,user,48,MI
C_user_30565,user,90,AL
W_user_30566,user,28,HA
Q_user_30567,user,94,FL
W_user_30568,user,56,AR
T_user_30569,user,68,NE
J_user_30570,user,64,WA
L_user_30571,user,79,WY
H_user_30572,user,25,PE
E_user_30573,user,39,NO
G_user_30574,user,90,MI
X_user_30575,user,22,TE
P_user_30576,user,39,FL
C_user_30577,user,96,LO
F_user_30578,user,53,NE
T_user_30579,user,50,NE
S_user_30580,user,50,WY
N_user_30581,user,58,MA
M_user_30582,user,62,ID
T_user_30583,user,12,MI
K_user_30584,user,78,VI
N_user_30585,user,52,NO
E_user_30586,user,16,RH
Q_user_30587,user,89,MI
R_user_30588,user,73,WI
F_user_30589,user,56,NO
A_user_30590,user,44,WA
X_user_30591,user,50,ID
L_user_30592,user,24,MA
D_user_30593,user,46,NE
S_user_30594,user,66,OR
E_user_30595,user,83,MI
N_user_30596,user,78,NE
R_user_30597,user,95,OH
T_user_30598,user,64,WY
A_user_30599,user,31,NO
A_user_30600,user,66,RH
B_user_30601,user,86,HA
U_user_30602,user,93,NE
P_user_30603,user,12,NE
U_user_30604,user,29,MI
C_user_30605,user,98,WA
V_user_30606,user,17,RH
D_user_30607,user,34,AR
L_user_30608,user,28,NE
V_user_30609,user,71,WA
B_user_30610,user,20,TE
U_user_30611,user,62,NE
E_user_30612,user,24,IL
L_user_30613,user,50,MI
S_user_30614,user,49,OH
H_user_30615,user,93,MI
B_user_30616,user,88,OK
F_user_30617,user,20,FL
W_user_30618,user,93,SO
X_user_30619,user,68,RH
Z_user_30620,user,72,NE
R_user_30621,user,87,CO
X_user_30622,user,49,VE
U_user_30623,user,75,MA
Z_user_30624,user,89,MA
O_user_30625,user,52,NO
A_user_30626,user,49,IO
M_user_30627,user,34,AR
I_user_30628,user,92,NE
M_user_30629,user,38,MA
G_user_30630,user,79,RH
R_user_30631,user,27,NE
X_user_30632,user,75,LO
R_user_30633,user,40,GE
W_user_30634,user,72,RH
V_user_30635,user,94,NE
D_user_30636,user,70,AR
A_user_30637,user,33,HA
I_user_30638,user,58,FL
A_user_30639,user,84,HA
S_user_30640,user,32,VI
Z_user_30641,user,88,AL
Y_user_30642,user,72,CO
U_user_30643,user,19,LO
R_user_30644,user,68,NE
J_user_30645,user,99,AR
M_user_30646,user,35,CO
Q_user_30647,user,79,VI
N_user_30648,user,64,AR
A_user_30649,user,66,NE
K_user_30650,user,70,WE
U_user_30651,user,25,CO
U_user_30652,user,68,NE
W_user_30653,user,25,CO
K_user_30654,user,85,HA
T_user_30655,user,97,NO
N_user_30656,user,62,MI
V_user_30657,user,27,MA
X_user_30658,user,66,MI
C_user_30659,user,39,KE
L_user_30660,user,37,NE
Q_user_30661,user,82,AL
M_user_30662,user,92,MI
K_user_30663,user,79,NE
L_user_30664,user,56,KE
K_user_30665,user,28,AL
A_user_30666,user,30,VI
U_user_30667,user,34,OH
H_user_30668,user,75,NE
P_user_30669,user,32,KA
G_user_30670,user,16,MI
H_user_30671,user,48,WY
S_user_30672,user,30,AL
N_user_30673,user,79,CO
Y_user_30674,user,53,MI
O_user_30675,user,35,VE
E_user_30676,user,58,CO
J_user_30677,user,22,MO
P_user_30678,user,98,MA
J_user_30679,user,47,NE
C_user_30680,user,80,NE
U_user_30681,user,64,NO
F_user_30682,user,63,IO
Q_user_30683,user,78,NE
M_user_30684,user,72,WA
I_user_30685,user,97,HA
H_user_30686,user,36,MI
R_user_30687,user,55,MO
H_user_30688,user,67,MI
L_user_30689,user,70,NE
O_user_30690,user,34,KA
A_user_30691,user,86,NE
S_user_30692,user,86,RH
J_user_30693,user,17,VI
U_user_30694,user,68,KE
Z_user_30695,user,54,WY
V_user_30696,user,68,ID
N_user_30697,user,48,IN
Y_user_30698,user,73,NE
Z_user_30699,user,74,NE
O_user_30700,user,46,MO
L_user_30701,user,61,NE
S_user_30702,user,88,NE
W_user_30703,user,12,AL
W_user_30704,user,58,TE
Q_user_30705,user,65,AR
B_user_30706,user,55,AR
Z_user_30707,user,76,HA
L_user_30708,user,61,VE
I_user_30709,user,26,MI
U_user_30710,user,90,SO
U_user_30711,user,33,RH
Q_user_30712,user,22,MI
G_user_30713,user,76,WE
T_user_30714,user,60,WA
P_user_30715,user,69,HA
V_user_30716,user,33,VI
M_user_30717,user,21,DE
H_user_30718,user,67,SO
E_user_30719,user,18,NE
G_user_30720,user,37,AR
O_user_30721,user,17,DE
Z_user_30722,user,53,SO
R_user_30723,user,59,PE
Y_user_30724,user,58,AL
W_user_30725,user,37,IO
R_user_30726,user,66,WA
M_user_30727,user,85,AR
G_user_30728,user,51,AL
Q_user_30729,user,79,MI
Q_user_30730,user,62,UT
U_user_30731,user,28,CA
Q_user_30732,user,52,KE
X_user_30733,user,98,MA
Q_user_30734,user,69,AL
H_user_30735,user,17,MA
H_user_30736,user,48,FL
H_user_30737,user,57,AL
Y_user_30738,user,50,MI
X_user_30739,user,24,MI
E_user_30740,user,98,UT
A_user_30741,user,66,KA
W_user_30742,user,93,ID
R_user_30743,user,56,TE
D_user_30744,user,61,CA
M_user_30745,user,26,HA
K_user_30746,user,16,VI
L_user_30747,user,75,NE
V_user_30748,user,74,ID
Y_user_30749,user,55,WY
N_user_30750,user,85,NE
Y_user_30751,user,70,MA
W_user_30752,user,30,KE
D_user_30753,user,81,PE
M_user_30754,user,15,NE
C_user_30755,user,98,NE
L_user_30756,user,30,OR
B_user_30757,user,51,OR
X_user_30758,user,51,CO
A_user_30759,user,80,IL
H_user_30760,user,81,WI
J_user_30761,user,54,MI
T_user_30762,user,57,OR
E_user_30763,user,58,NE
B_user_30764,user,56,PE
C_user_30765,user,85,NE
Z_user_30766,user,76,NE
G_user_30767,user,85,CO
L_user_30768,user,68,MA
R_user_30769,user,91,MI
A_user_30770,user,34,MI
O_user_30771,user,37,MO
N_user_30772,user,76,MI
M_user_30773,user,65,WI
X_user_30774,user,49,CO
K_user_30775,user,65,WE
G_user_30776,user,81,SO
V_user_30777,user,68,DE
Z_user_30778,user,81,NE
E_user_30779,user,53,MI
S_user_30780,user,25,MI
G_user_30781,user,20,SO
B_user_30782,user,63,KE
U_user_30783,user,78,NE
T_user_30784,user,36,VE
O_user_30785,user,48,AL
G_user_30786,user,60,NO
N_user_30787,user,39,MO
Z_user_30788,user,94,IL
V_user_30789,user,38,MI
Y_user_30790,user,89,AR
A_user_30791,user,98,RH
Z_user_30792,user,82,AR
G_user_30793,user,23,LO
B_user_30794,user,14,AL
O_user_30795,user,90,CO
H_user_30796,user,71,IO
U_user_30797,user,48,AR
Q_user_30798,user,23,KA
W_user_30799,user,36,VI
R_user_30800,user,34,MA
V_user_30801,user,67,NE
L_user_30802,user,27,GE
F_user_30803,user,29,VE
G_user_30804,user,80,MI
M_user_30805,user,28,WY
G_user_30806,user,18,NO
X_user_30807,user,55,VI
I_user_30808,user,38,NO
R_user_30809,user,24,KA
Y_user_30810,user,49,NE
S_user_30811,user,61,TE
O_user_30812,user,32,MO
K_user_30813,user,64,TE
C_user_30814,user,28,MA
H_user_30815,user,62,CO
R_user_30816,user,42,MA
C_user_30817,user,60,AR
X_user_30818,user,15,UT
S_user_30819,user,14,KE
Q_user_30820,user,94,MI
Q_user_30821,user,84,PE
L_user_30822,user,59,NO
A_user_30823,user,79,VE
R_user_30824,user,58,MI
L_user_30825,user,56,IN
Y_user_30826,user,57,TE
C_user_30827,user,38,IO
V_user_30828,user,45,OR
V_user_30829,user,39,TE
X_user_30830,user,29,WE
K_user_30831,user,73,MO
O_user_30832,user,95,AR
O_user_30833,user,54,NE
L_user_30834,user,81,NO
X_user_30835,user,14,FL
X_user_30836,user,34,MA
T_user_30837,user,23,WY
E_user_30838,user,27,LO
Q_user_30839,user,71,KA
E_user_30840,user,41,VI
R_user_30841,user,33,KA
R_user_30842,user,85,NO
T_user_30843,user,57,LO
B_user_30844,user,35,TE
I_user_30845,user,39,LO
N_user_30846,user,41,UT
Z_user_30847,user,91,HA
C_user_30848,user,36,PE
F_user_30849,user,81,OR
T_user_30850,user,46,OR
M_user_30851,user,75,NE
W_user_30852,user,57,MI
O_user_30853,user,15,MO
X_user_30854,user,83,MI
S_user_30855,user,28,RH
S_user_30856,user,54,RH
N_user_30857,user,77,NE
T_user_30858,user,54,AL
E_user_30859,user,68,TE
F_user_30860,user,61,OK
Z_user_30861,user,40,DE
P_user_30862,user,55,GE
A_user_30863,user,81,DE
R_user_30864,user,86,PE
Z_user_30865,user,71,MI
K_user_30866,user,55,AR
T_user_30867,user,67,NE
Q_user_30868,user,38,WE
D_user_30869,user,53,WI
Q_user_30870,user,57,CA
I_user_30871,user,28,MI
L_user_30872,user,21,KA
S_user_30873,user,44,AR
L_user_30874,user,57,TE
Y_user_30875,user,92,PE
I_user_30876,user,55,MI
M_user_30877,user,20,IL
C_user_30878,user,17,KE
W_user_30879,user,65,SO
N_user_30880,user,30,MO
C_user_30881,user,97,NE
G_user_30882,user,52,IL
C_user_30883,user,74,TE
Y_user_30884,user,28,KE
D_user_30885,user,76,KA
R_user_30886,user,53,TE
H_user_30887,user,85,UT
K_user_30888,user,81,VI
N_user_30889,user,40,KA
C_user_30890,user,48,MI
P_user_30891,user,30,SO
V_user_30892,user,93,HA
Y_user_30893,user,45,NO
N_user_30894,user,84,MO
Z_user_30895,user,87,ID
T_user_30896,user,74,NO
J_user_30897,user,74,FL
Z_user_30898,user,59,AR
V_user_30899,user,64,HA
E_user_30900,user,23,NE
Y_user_30901,user,36,IO
O_user_30902,user,38,GE
N_user_30903,user,51,NE
Q_user_30904,user,53,AR
B_user_30905,user,27,WY
U_user_30906,user,65,NO
V_user_30907,user,33,OH
X_user_30908,user,48,MI
W_user_30909,user,84,VI
W_user_30910,user,72,NE
T_user_30911,user,75,MO
O_user_30912,user,45,VI
F_user_30913,user,58,IL
Z_user_30914,user,20,MA
F_user_30915,user,48,CO
W_user_30916,user,58,IO
R_user_30917,user,71,WE
Q_user_30918,user,13,OR
P_user_30919,user,69,WA
U_user_30920,user,46,IL
O_user_30921,user,55,CO
Z_user_30922,user,21,OR
W_user_30923,user,50,LO
V_user_30924,user,30,CO
K_user_30925,user,35,TE
T_user_30926,user,37,GE
D_user_30927,user,80,IN
V_user_30928,user,81,DE
H_user_30929,user,28,CO
U_user_30930,user,47,TE
F_user_30931,user,72,NE
T_user_30932,user,41,MA
U_user_30933,user,62,OH
O_user_30934,user,73,VE
F_user_30935,user,39,DE
U_user_30936,user,79,MI
V_user_30937,user,52,CA
K_user_30938,user,81,NE
F_user_30939,user,14,AL
G_user_30940,user,26,AR
G_user_30941,user,35,FL
I_user_30942,user,75,SO
K_user_30943,user,85,MI
O_user_30944,user,51,KA
J_user_30945,user,79,WA
W_user_30946,user,91,GE
X_user_30947,user,63,DE
Q_user_30948,user,16,TE
E_user_30949,user,51,OH
Y_user_30950,user,96,MI
N_user_30951,user,24,NE
P_user_30952,user,99,IO
W_user_30953,user,45,SO
O_user_30954,user,15,MI
R_user_30955,user,91,NE
R_user_30956,user,79,WE
X_user_30957,user,30,IN
K_user_30958,user,16,MI
I_user_30959,user,32,NE
V_user_30960,user,79,OH
P_user_30961,user,87,MO
X_user_30962,user,16,MI
N_user_30963,user,89,NE
X_user_30964,user,66,OH
B_user_30965,user,24,MI
I_user_30966,user,19,ID
W_user_30967,user,53,PE
T_user_30968,user,38,WE
H_user_30969,user,67,ID
E_user_30970,user,93,NE
D_user_30971,user,22,TE
U_user_30972,user,88,MI
C_user_30973,user,21,KE
U_user_30974,user,93,TE
A_user_30975,user,37,WA
G_user_30976,user,86,MA
Z_user_30977,user,61,LO
Z_user_30978,user,70,MA
O_user_30979,user,60,TE
S_user_30980,user,66,TE
W_user_30981,user,45,NO
G_user_30982,user,81,CA
P_user_30983,user,84,KE
C_user_30984,user,36,DE
U_user_30985,user,78,WE
O_user_30986,user,91,MA
L_user_30987,user,12,NE
E_user_30988,user,18,MI
S_user_30989,user,50,NE
L_user_30990,user,16,IN
F_user_30991,user,98,LO
S_user_30992,user,38,KA
S_user_30993,user,73,OR
V_user_30994,user,75,VI
V_user_30995,user,22,MI
K_user_30996,user,12,WY
P_user_30997,user,62,AL
F_user_30998,user,18,ID
J_user_30999,user,73,IN
Q_user_31000,user,79,PE
L_user_31001,user,18,MO
E_user_31002,user,33,PE
X_user_31003,user,12,MI
T_user_31004,user,71,KA
U_user_31005,user,54,MI
R_user_31006,user,58,MO
F_user_31007,user,92,CO
S_user_31008,user,41,DE
W_user_31009,user,87,MI
D_user_31010,user,87,CA
H_user_31011,user,44,FL
C_user_31012,user,19,MI
B_user_31013,user,74,GE
Z_user_31014,user,69,MI
J_user_31015,user,50,OH
O_user_31016,user,19,MA
I_user_31017,user,95,MA
D_user_31018,user,86,MO
F_user_31019,user,91,NO
X_user_31020,user,35,MO
S_user_31021,user,58,IO
C_user_31022,user,66,OR
T_user_31023,user,18,DE
N_user_31024,user,59,AL
W_user_31025,user,94,NO
Y_user_31026,user,90,TE
J_user_31027,user,91,AL
Q_user_31028,user,28,VE
O_user_31029,user,99,NO
V_user_31030,user,42,OK
X_user_31031,user,86,IO
M_user_31032,user,76,KA
V_user_31033,user,95,DE
U_user_31034,user,33,DE
H_user_31035,user,46,KA
T_user_31036,user,26,IO
T_user_31037,user,97,NE
K_user_31038,user,39,CO
L_user_31039,user,96,OK
B_user_31040,user,40,CO
H_user_31041,user,41,AR
M_user_31042,user,67,AL
L_user_31043,user,33,SO
T_user_31044,user,48,MA
H_user_31045,user,91,WA
R_user_31046,user,15,WE
I_user_31047,user,88,CO
Z_user_31048,user,13,RH
T_user_31049,user,43,NE
F_user_31050,user,66,MA
B_user_31051,user,27,OR
G_user_31052,user,24,MI
B_user_31053,user,91,SO
W_user_31054,user,73,LO
Q_user_31055,user,93,SO
H_user_31056,user,59,VE
K_user_31057,user,33,NE
I_user_31058,user,18,UT
K_user_31059,user,92,MA
E_user_31060,user,61,CO
K_user_31061,user,52,NE
I_user_31062,user,70,PE
O_user_31063,user,88,WI
O_user_31064,user,67,IN
T_user_31065,user,45,AL
Z_user_31066,user,56,AR
C_user_31067,user,47,RH
U_user_31068,user,31,AR
R_user_31069,user,91,WE
X_user_31070,user,23,NE
W_user_31071,user,29,TE
C_user_31072,user,79,NE
B_user_31073,user,87,VE
Z_user_31074,user,70,AL
M_user_31075,user,72,MI
H_user_31076,user,61,VE
W_user_31077,user,71,LO
N_user_31078,user,92,HA
E_user_31079,user,90,CO
U_user_31080,user,87,AR
X_user_31081,user,38,KA
P_user_31082,user,52,NO
R_user_31083,user,63,NO
W_user_31084,user,83,IO
A_user_31085,user,33,WI
Q_user_31086,user,82,IO
M_user_31087,user,15,OR
N_user_31088,user,97,WI
E_user_31089,user,69,HA
F_user_31090,user,39,MO
O_user_31091,user,69,OH
Q_user_31092,user,44,IO
P_user_31093,user,13,UT
J_user_31094,user,18,CO
P_user_31095,user,68,AR
P_user_31096,user,46,OK
N_user_31097,user,48,AL
Z_user_31098,user,60,NE
H_user_31099,user,27,WE
A_user_31100,user,47,NE
N_user_31101,user,40,VE
P_user_31102,user,87,OK
E_user_31103,user,95,VI
M_user_31104,user,51,NO
X_user_31105,user,54,KA
U_user_31106,user,52,CO
A_user_31107,user,62,MA
Y_user_31108,user,37,TE
I_user_31109,user,33,WE
S_user_31110,user,71,VI
E_user_31111,user,43,NE
K_user_31112,user,20,KA
J_user_31113,user,85,DE
F_user_31114,user,88,CO
M_user_31115,user,37,NE
A_user_31116,user,96,FL
T_user_31117,user,40,NE
W_user_31118,user,40,OK
W_user_31119,user,59,AR
R_user_31120,user,81,MI
V_user_31121,user,89,TE
K_user_31122,user,45,NE
O_user_31123,user,90,NO
Q_user_31124,user,45,SO
H_user_31125,user,98,KE
H_user_31126,user,82,NE
E_user_31127,user,78,NE
V_user_31128,user,27,NE
O_user_31129,user,77,NO
I_user_31130,user,95,NE
Q_user_31131,user,29,MI
V_user_31132,user,33,SO
L_user_31133,user,20,FL
N_user_31134,user,26,WA
I_user_31135,user,64,IN
Q_user_31136,user,54,AR
D_user_31137,user,48,MI
N_user_31138,user,33,MI
G_user_31139,user,13,NE
M_user_31140,user,85,MO
P_user_31141,user,52,MI
O_user_31142,user,60,CO
V_user_31143,user,88,AR
M_user_31144,user,64,MI
V_user_31145,user,19,NE
R_user_31146,user,42,NE
X_user_31147,user,64,IN
K_user_31148,user,93,MO
R_user_31149,user,76,NO
D_user_31150,user,47,RH
I_user_31151,user,29,SO
O_user_31152,user,63,MA
Q_user_31153,user,78,KA
I_user_31154,user,87,NE
L_user_31155,user,79,KA
W_user_31156,user,59,GE
H_user_31157,user,15,VI
K_user_31158,user,51,NE
D_user_31159,user,81,LO
V_user_31160,user,93,LO
R_user_31161,user,23,DE
V_user_31162,user,87,TE
U_user_31163,user,83,AL
B_user_31164,user,55,TE
K_user_31165,user,34,SO
J_user_31166,user,37,FL
P_user_31167,user,31,MA
B_user_31168,user,22,NE
A_user_31169,user,76,CA
W_user_31170,user,72,IO
Z_user_31171,user,51,DE
P_user_31172,user,41,KE
Z_user_31173,user,37,GE
H_user_31174,user,80,WA
X_user_31175,user,13,IO
J_user_31176,user,47,MI
T_user_31177,user,60,MO
A_user_31178,user,94,VE
C_user_31179,user,76,UT
F_user_31180,user,68,OH
S_user_31181,user,40,SO
A_user_31182,user,60,NE
O_user_31183,user,58,NE
Q_user_31184,user,87,CO
Q_user_31185,user,58,TE
Y_user_31186,user,99,CO
V_user_31187,user,80,KA
W_user_31188,user,83,WY
T_user_31189,user,55,OH
J_user_31190,user,89,IO
J_user_31191,user,73,KA
S_user_31192,user,72,AR
D_user_31193,user,98,IN
Q_user_31194,user,14,MA
O_user_31195,user,32,CA
P_user_31196,user,62,PE
Y_user_31197,user,47,WA
Q_user_31198,user,75,MI
M_user_31199,user,22,OH
Y_user_31200,user,22,PE
S_user_31201,user,67,OK
Z_user_31202,user,15,NO
H_user_31203,user,50,OK
O_user_31204,user,36,VE
N_user_31205,user,88,GE
O_user_31206,user,54,MA
O_user_31207,user,52,MI
L_user_31208,user,13,AR
G_user_31209,user,68,NE
M_user_31210,user,87,KE
K_user_31211,user,29,NE
E_user_31212,user,73,WA
X_user_31213,user,65,KE
A_user_31214,user,82,KE
D_user_31215,user,38,WE
H_user_31216,user,30,MA
Q_user_31217,user,72,KA
C_user_31218,user,35,MA
E_user_31219,user,57,HA
F_user_31220,user,57,AR
Y_user_31221,user,39,CO
L_user_31222,user,95,HA
B_user_31223,user,75,VE
P_user_31224,user,49,NE
I_user_31225,user,67,MO
F_user_31226,user,97,OH
W_user_31227,user,96,MA
T_user_31228,user,41,MI
F_user_31229,user,15,SO
T_user_31230,user,16,MA
N_user_31231,user,57,KE
Z_user_31232,user,42,AL
C_user_31233,user,19,NO
L_user_31234,user,80,SO
J_user_31235,user,32,NE
U_user_31236,user,27,WA
P_user_31237,user,96,NE
D_user_31238,user,91,TE
W_user_31239,user,84,WI
D_user_31240,user,39,FL
V_user_31241,user,72,CO
V_user_31242,user,27,MI
L_user_31243,user,87,PE
R_user_31244,user,57,MI
Y_user_31245,user,27,CA
V_user_31246,user,21,HA
W_user_31247,user,36,CO
F_user_31248,user,14,NE
J_user_31249,user,92,TE
H_user_31250,user,13,GE
F_user_31251,user,70,TE
Z_user_31252,user,96,WE
G_user_31253,user,75,MI
N_user_31254,user,57,HA
F_user_31255,user,91,UT
L_user_31256,user,50,SO
D_user_31257,user,37,NE
E_user_31258,user,12,MA
J_user_31259,user,95,MA
Z_user_31260,user,77,NO
J_user_31261,user,62,SO
V_user_31262,user,25,VI
R_user_31263,user,37,NE
V_user_31264,user,86,NE
Y_user_31265,user,63,KE
A_user_31266,user,89,AR
C_user_31267,user,55,AL
J_user_31268,user,98,SO
I_user_31269,user,43,NE
O_user_31270,user,74,CO
G_user_31271,user,47,VE
Q_user_31272,user,63,FL
R_user_31273,user,91,VI
Q_user_31274,user,68,MA
D_user_31275,user,46,IO
Q_user_31276,user,16,IN
V_user_31277,user,98,MI
M_user_31278,user,66,RH
H_user_31279,user,49,WA
M_user_31280,user,85,NE
E_user_31281,user,59,NE
Y_user_31282,user,19,IN
D_user_31283,user,43,IO
S_user_31284,user,37,HA
W_user_31285,user,55,GE
E_user_31286,user,44,RH
P_user_31287,user,36,MI
Q_user_31288,user,57,AR
M_user_31289,user,76,AL
K_user_31290,user,99,IN
T_user_31291,user,33,OK
L_user_31292,user,70,NO
L_user_31293,user,48,OR
V_user_31294,user,89,NE
C_user_31295,user,45,VI
T_user_31296,user,22,MA
D_user_31297,user,91,GE
D_user_31298,user,84,NE
Y_user_31299,user,77,TE
J_user_31300,user,68,OH
Z_user_31301,user,99,DE
L_user_31302,user,15,AR
X_user_31303,user,97,WA
R_user_31304,user,51,SO
J_user_31305,user,49,HA
T_user_31306,user,80,MI
Y_user_31307,user,54,NE
O_user_31308,user,26,IO
A_user_31309,user,65,SO
Q_user_31310,user,45,IO
C_user_31311,user,88,RH
R_user_31312,user,54,LO
O_user_31313,user,88,VE
B_user_31314,user,67,TE
I_user_31315,user,44,UT
O_user_31316,user,68,OH
I_user_31317,user,63,IO
A_user_31318,user,43,IN
E_user_31319,user,67,VI
N_user_31320,user,65,NE
E_user_31321,user,12,OH
H_user_31322,user,42,MO
O_user_31323,user,66,ID
X_user_31324,user,32,NE
U_user_31325,user,80,AL
N_user_31326,user,45,AL
Q_user_31327,user,38,MI
K_user_31328,user,47,AL
P_user_31329,user,43,KA
Q_user_31330,user,70,WI
Q_user_31331,user,69,WA
Y_user_31332,user,22,MI
S_user_31333,user,61,NE
U_user_31334,user,79,NE
V_user_31335,user,71,WY
F_user_31336,user,38,MA
N_user_31337,user,22,LO
A_user_31338,user,73,CA
M_user_31339,user,43,OK
C_user_31340,user,58,LO
H_user_31341,user,54,IL
L_user_31342,user,48,TE
E_user_31343,user,14,MA
U_user_31344,user,37,NE
C_user_31345,user,79,AR
G_user_31346,user,47,AL
X_user_31347,user,37,DE
F_user_31348,user,96,MO
T_user_31349,user,54,AR
C_user_31350,user,18,LO
M_user_31351,user,99,TE
H_user_31352,user,38,UT
Z_user_31353,user,98,SO
N_user_31354,user,21,CA
M_user_31355,user,70,WA
K_user_31356,user,22,SO
W_user_31357,user,51,CO
D_user_31358,user,48,WY
S_user_31359,user,60,WY
N_user_31360,user,99,NE
R_user_31361,user,76,KE
Z_user_31362,user,35,VI
W_user_31363,user,58,FL
L_user_31364,user,12,WI
Q_user_31365,user,52,AL
C_user_31366,user,77,MI
E_user_31367,user,77,KA
C_user_31368,user,36,KA
N_user_31369,user,31,MI
J_user_31370,user,60,NE
D_user_31371,user,73,NE
W_user_31372,user,53,LO
G_user_31373,user,59,CO
Y_user_31374,user,42,FL
N_user_31375,user,46,MI
N_user_31376,user,14,SO
V_user_31377,user,13,OK
C_user_31378,user,76,GE
H_user_31379,user,34,PE
M_user_31380,user,54,CA
I_user_31381,user,89,NE
A_user_31382,user,70,NE
X_user_31383,user,57,AR
N_user_31384,user,52,NE
S_user_31385,user,73,CO
P_user_31386,user,87,DE
N_user_31387,user,65,MO
O_user_31388,user,76,AR
D_user_31389,user,53,IN
U_user_31390,user,62,IO
R_user_31391,user,66,SO
S_user_31392,user,80,IO
T_user_31393,user,97,ID
R_user_31394,user,79,MI
Y_user_31395,user,50,GE
Q_user_31396,user,97,NO
Y_user_31397,user,62,SO
B_user_31398,user,30,IO
